Property Type,HOA Dues,Year Built,Community,List Price,housingprice,Est. Mo. Payment,# Of Cars,High School,address,beds,baths,sqft,Heating,Cooling,# of Baths (Full),# of Baths (1/2),# of carpet,# of hardwood,Basement,Basement Description,Basement Sq. Ft.,Tax Annual Amount,# of Rooms
"Detached Single Family, 2 Stories",,1993,Bolingbrook,,"$290,000",, 2, Bolingbrook High School,154 Lindsey Ln 60440,5.0,3.5,"2,156",,, 3, 1, 12, 6,,,," $8,957", 10

"Detached Single Family, 2 Stories",,1997,Bolingbrook,,"$289,100",, 2,,542 Larkspur Dr 60440,3.0,2.5,"1,848",,, 2, 1, 2, 14,,,," $7,206.20", 8

"Detached Single Family, 2 Stories",,1980,Bolingbrook,,"$280,000",, 2,,223 Sunshine Dr 60490,4.0,2.5,"2,012",,, 2, 1, 8, 8,,,," $6,910.76", 10

"Detached Single Family, 2 Stories",,1971,Bolingbrook,,"$247,000",, 2, Bolingbrook High School,423 Liberty Dr 60440,4.0,2.5,"2,055",,, 2, 1, 10, 8,,,," $6,640.40", 8

"Attached Single Family, Townhouse (2 Story)",$148/month,1969,Bolingbrook,,"$132,000",, 2,,138 Jamestown Ln 60440,3.0,1.5,"1,470",,, 1, 1, 0, 0,,,," $2,188.24", 7

"Detached Single Family, 2 Stories",$33/month,2016,Bolingbrook,,"$408,000",, 3, Plainfield East High School,2477 River Hills Ln 60490,4.0,4,"3,705",,, 4,, 10, 0,,,," $11,009", 10

"Detached Single Family, 2 Stories",$22/month,2003,Bolingbrook,,"$275,000",, 2, Bolingbrook High School,163 Boxelder St 60490,4.0,2.5,"2,470",,, 2, 1, 8, 12,,,," $11,545.66", 10

"Detached Single Family, 2 Stories",,1999,Bolingbrook,,"$283,500",, 2,,502 Foxborough Trl 60440,3.0,2.5,"1,844",,, 2, 1, 8, 8,,,," $7,413.16", 8

Condo/Co-op,,1995,,,"$167,500",,,,312 Autumn Wind Ct 60440,,2.5,"1,262",,,,, 0, 0,,,,,

"Detached Single Family, 2 Stories",$17/month,2014,Bolingbrook,,"$360,000",, 2, Plainfield East High School,1855 Great Plains Way 60490,5.0,3,"2,537",,, 2, 2, 10, 10,,, 1058," $8,484", 9

"Detached Single Family, 2 Stories",$8/month,2000,Bolingbrook,,"$260,500",, 2,,432 Butterfly Rd 60490,3.0,3.5,"1,731",,, 3, 1, 6, 12,,,," $7,803.08", 8

"Detached Single Family, 2 Stories",$28/month,2005,Bolingbrook,,"$280,000",, 2,,218 Tiger St 60490,4.0,2.5,"2,267",,, 2, 1, 0, 0,,,," $11,037.66", 9

Other,,1980,,,"$170,000",,,,252 Juniper Ln 60440,3.0,2.5,"1,037",,,,, 0, 0,,,,, 6

"Attached Single Family, Townhouse (2 Story)",$199/month,1974,Bolingbrook,,"$170,000",, 1, Bolingbrook High School,188 Pamela Dr 60440,2.0,1.5,"1,200",,, 1, 1, 6, 0,,,," $4,476", 6

"Detached Single Family, 2 Stories",$29/month,2003,Bolingbrook,,"$393,000",, 6, Bolingbrook High School,1608 Boulder Ridge Dr 60490,5.0,3.5,"3,036",,, 3, 1, 16, 4,,, 0," $13,508.64", 11

"Detached Single Family, 1.5 Story",,1964,Bolingbrook,,"$221,000",, 1, Bolingbrook High School,120 Allison Ct 60440,3.0,1.5,"1,550",,, 1, 1, 10, 0,,,," $4,888.74", 7

"Detached Single Family, Raised Ranch",,1976,Bolingbrook,,"$255,000",, 2,,160 Thackeray Dr 60440,4.0,2,"1,750",,, 2,, 0, 0,,,," $4,674.50", 7

"Detached Single Family, Split-Level with Sub-Basement",,2000,Bolingbrook,,"$302,000",, 2.5, Bolingbrook High School,1538 Clear Dr 60490,4.0,3,"1,825",,, 3,, 8, 0,,,," $9,177.22", 9

"Detached Single Family, Split-Level",,1987,Bolingbrook,,"$232,000",, 2.1, Bolingbrook High School,217 Buli Ln 60490,3.0,1.5,"1,902",,, 1, 1, 8, 0,,,," $5,924.98", 6

"Detached Single Family, 2 Stories",$18/month,2003,Bolingbrook,,"$353,500",, 3, Plainfield East High School,745 Belvedere Blvd 60490,4.0,3.5,"3,242",,, 3, 1, 2, 26,,, 1637," $10,625.12", 14

"Detached Single Family, Raised Ranch",,1976,Bolingbrook,,"$262,000",, 2, Bolingbrook High School,166 Thackeray Dr 60440,3.0,2,"1,618",,, 2,, 8, 8,,,," $5,789.86", 7

Single Family Residential,,1989,,,"$253,000",,,,305 Homestead Dr 60440,4.0,1.5,"1,546",,,,, 0, 0,,,,, 8

"Detached Single Family, 1 Story",,1962,Bolingbrook,,"$205,000",, 2, Bolingbrook High School,125 Mellbrook Rd 60440,3.0,2,"1,372",,, 2,, 6, 0,,,," $4,823.92", 6

"Detached Single Family, 2 Stories",,1998,Bolingbrook,,"$294,900",, 2,,704 Autumn Dr 60490,4.0,2.5,"2,158",,, 2, 1, 8, 8,,,," $8,108.06", 8

"Detached Single Family, 2 Stories",$30/month,2009,Bolingbrook,,"$390,000",, 2.5, Plainfield East High School,1299 Winding Way 60490,6.0,3,"3,157",,, 3,, 0, 0,,,," $8,808.60", 11

"Detached Single Family, Split-Level with Sub-Basement",,1994,Bolingbrook,,"$325,000",, 2, Neuqua Valley High School,2 Ashcroft Ct 60490,3.0,2,"1,174",,, 2,, 2, 0,,,," $6,559.48", 9

"Attached Single Family, Townhouse (2 Story)",$150/month,1970,Bolingbrook,,"$165,000",, 2,,419 Gainsborough Ct 60440,4.0,2.5,"1,800",,, 2, 1, 4, 6,,,," $2,809", 7

"Detached Single Family, 1 Story",,2001,Bolingbrook,,"$270,000",, 2, Bolingbrook High School,176 Palmer Dr 60490,4.0,3,"1,799",,, 3,, 10, 4,,,," $9,440.02", 8

"Attached Single Family, Quad (2 Story), Townhouse (2 Story)",$113/month,1972,Bolingbrook,,"$130,000",, 2, Bolingbrook High School,13 Fernwood Dr 60440,3.0,1,924,,, 1,, 0, 0,,,," $1,790.80", 6

"Attached Single Family, Townhouse (2 Story)",$140/month,1973,Bolingbrook,,"$195,000",, 2,,296 Pueblo Dr 60440,3.0,1.5,,,, 1, 1, 6, 0,,,," $3,990.08", 8

"Attached Single Family, Townhouse (2 Story)",$152/month,1970,Bolingbrook,,"$157,000",, 2,,416 Gainsborough Ct 60440,3.0,1.5,"1,200",,, 1, 1, 0, 0,,,," $2,472.88", 6

"Detached Single Family, Raised Ranch",,1972,Bolingbrook,,"$185,000",, 4, Bolingbrook High School,168 Butternut Dr 60440,4.0,2,"1,863",,, 2,, 12, 0,,,," $5,456.34", 8

Other,,1994,,,"$250,000",,,,664 Timberline Dr 60490,,1.5,"1,528",,,,, 0, 0,,,,,

"Attached Single Family, Townhouse (2 Story)",$224/month,2001,Bolingbrook,,"$235,000",, 4, Bolingbrook High School,532 Goodwin Dr 60440,2.0,2.5,"1,750",,, 2, 1, 8, 0,,,," $5,772.60", 7

"Attached Single Family, Townhouse (2 Story)",$167/month,1973,Bolingbrook,,"$176,000",, 1,,513 Racine Ln 60440,3.0,2.5,"1,320",,, 2, 1, 0, 0,,,," $4,384.14", 6

Other,,2005,,,"$313,000",,,,348 Claridge Cir 60440,,2.5,"2,747",,,,, 0, 0,,,,,

"Detached Single Family, Split-Level",,1980,Bolingbrook,,"$210,000",, 1, Bolingbrook High School,1062 Crestwood Ln 60440,4.0,1.5,"1,456",,, 1, 1, 0, 0,,,," $5,132.28", 7

"Detached Single Family, 2 Stories",$8/month,1979,Bolingbrook,,"$310,000",, 2, Bolingbrook High School,821 Bonnie Brae Ln 60440,4.0,2.5,"3,300",,, 2, 1, 8, 10,,,," $11,553.32", 9

"Detached Single Family, 2 Stories",$281/month,2020,Bolingbrook,,"$459,924",, 3, Plainfield East High School,2064 Samantha Joy Ln 60490,3.0,3,"2,682",,, 3,, 10, 0,,,,, 9

Other,,,,,"$400,000",,,,4 Pond Ct 60490,,,"3,239",,,,, 0, 0,,,,,

Condo,$140/month,1993,Bolingbrook,,"$160,000",, 2,,317 Emerald Ct 60440,2.0,1.5,792,,, 1, 1, 0, 6,,,," $3,792.26", 6

Single Family Residential,,1976,,,"$227,000",,,,268 Bryant Way 60440,,1,"1,456",,,,, 0, 0,,,,,

"Detached Single Family, Raised Ranch",,1972,Bolingbrook,,"$215,000",, 1, Bolingbrook High School,312 Monterey Dr 60440,3.0,1.5,"1,726",,, 1, 1, 8, 0,,,," $4,389", 7

"Detached Single Family, 2 Stories",$13/month,2003,Bolingbrook,,"$355,000",, 4, Plainfield East High School,1684 Trails End Ln 60490,5.0,3.5,"3,485",,, 3, 1, 16, 4,,,," $10,695.54", 10

"Detached Single Family, Split-Level",,1971,Bolingbrook,,"$210,999",, 2, Bolingbrook High School,132 Garden Dr 60440,4.0,1.5,"1,800",,, 1, 1, 12, 0,,,," $3,417.16", 7

"Detached Single Family, 2 Stories",,1992,Bolingbrook,,"$235,000",, 8,,1 Calico Ct 60490,3.0,2.5,"1,742",,, 2, 1, 6, 14,,, 821," $7,155.48", 8

"Attached Single Family, Townhouse (2 Story)",$175/month,1995,Bolingbrook,,"$167,500",, 2, Bolingbrook High School,312 Autumn Wind Ct 60440,2.0,2.5,"1,262",,, 2, 1, 6, 0,,,," $3,764", 6

"Detached Single Family, Split-Level",,1973,Bolingbrook,,"$217,000",, 1.5, Bolingbrook High School,323 Dean Cir 60440,3.0,1.5,"1,548",,, 1, 1, 6, 0,,,," $6,008", 7

"Attached Single Family, Ground Level Ranch",$260/month,2016,Bolingbrook,,"$330,000",, 2, Plainfield East High School,1254 Borego Cir 60490,3.0,3,"2,179",,, 3,, 6, 0,,,," $8,452", 9

"Detached Single Family, 2 Stories",$8/month,2000,Bolingbrook,,"$262,000",, 2, Bolingbrook High School,1489 Lily Cache Ln 60490,3.0,2.5,"2,506",,, 2, 1, 16, 10,,,," $9,254.92", 11

"Attached Single Family, Townhouse (2 Story)",$190/month,1991,Bolingbrook,,"$179,300",, 2,,372 Lakeview Cir 60440,2.0,2.5,"1,306",,, 2, 1, 6, 0,,,," $4,201.76", 4

"Detached Single Family, 2 Stories",$28/month,2005,Bolingbrook,,"$321,000",, 3,,1 Hogan Ct 60490,4.0,2.5,"2,894",,, 2, 1, 0, 0,,,," $13,512.44", 9

Condo/Co-op,,1997,,,"$185,000",,,,341 Magnolia Ct 60440,3.0,2.5,"1,732",,,,, 0, 0,,,,, 8

Other,,2004,,,"$320,000",,,,799 Madison Blvd 60490,,2.5,"2,690",,,,, 0, 0,,,,,

"Detached Single Family, 2 Stories",,2000,Bolingbrook,,"$297,000",, 2, Bolingbrook High School,1113 Four Seasons Ln 60440,3.0,2.5,"2,219",,, 2, 1, 14, 0,,,," $9,138", 9

"Detached Single Family, 2 Stories",,1998,Bolingbrook,,"$257,825",, 2, Bolingbrook High School,531 Hillcrest Dr 60440,5.0,2.5,"2,052",,, 2, 1, 10, 0,,,," $8,115.28", 10

"Detached Single Family, 1 Story",,1979,Bolingbrook,,"$203,000",, 2, Bolingbrook High School,656 Rockhurst Rd 60440,3.0,1,"1,322",,, 1,, 0, 0,,,," $5,155.34", 6

"Detached Single Family, Raised Ranch",,1971,Bolingbrook,,"$175,000",, 1, Bolingbrook High School,203 Hadleigh Rd 60440,4.0,2,"1,165",,, 2,, 0, 0,,,," $4,764.08", 6

"Detached Single Family, 2 Stories",$29/month,2005,Bolingbrook,,"$310,000",, 2, Bolingbrook High School,255 Boxwood St 60490,4.0,2.5,"2,470",,, 2, 1, 12, 8,,,," $11,479.84", 9

"Detached Single Family, 2 Stories",$12/month,2003,Bolingbrook,,"$295,000",, 2, Bolingbrook High School,200 Glendale Dr 60440,4.0,2.5,"2,713",,, 2, 1, 16, 8,,,," $10,705", 11

"Attached Single Family, Townhouse (2 Story)",$199/month,1972,Bolingbrook,,"$130,000",, 1, Bolingbrook High School,204 Diane Ln 60440,2.0,1.5,"1,180",,, 1, 1, 4, 0,,, 512," $4,253.24", 4

"Detached Single Family, Raised Ranch",,1978,Bolingbrook,,"$217,500",, 1, Bolingbrook High School,1083 Jennifer Ln 60440,4.0,2,"1,456",,, 2,, 0, 0,,,," $5,155.34", 8

"Detached Single Family, 2 Stories",$29/month,2003,Bolingbrook,,"$305,000",, 2, Bolingbrook High School,1 Lilac Ct 60490,4.0,2.5,"1,833",,, 2, 1, 8, 0,,,," $1,764.86", 9

"Detached Single Family, 1 Story",,1961,Bolingbrook,,"$170,000",, 10, Bolingbrook High School,108 Fairwood Dr 60440,3.0,1.5,"1,315",,, 1, 1, 12, 0,,,," $1,879.96", 6

"Detached Single Family, 1 Story",,1972,Bolingbrook,,"$200,000",, 8,,633 Ponderosa Dr 60440,3.0,1,864,,, 1,, 0, 10,,,," $3,938.46", 6

"Detached Single Family, 2 Stories",,1968,Bolingbrook,,"$195,000",, 1,,137 Cedarwood Ave 60440,4.0,2.5,"1,724",,, 2, 1, 14, 0,,,," $4,931", 8

Single Family Residential,,1978,,,"$193,000",,,,440 N Ashbury Ave 60440,3.0,1.5,"1,665",,,,, 0, 0,,,,, 7

"Attached Single Family, Townhouse (2 Story)",$140/month,1984,Bolingbrook,,"$117,000",, 1,,660 Sundance Dr 60440,2.0,1.5,"1,080",,, 1, 1, 4, 0,,,," $3,550.22", 6

Single Family Residential,$29/month,2003,Augusta Village Links,,"$380,000",, 2,,291 Crabapple St 60490,4.0,3.5,"2,586"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Full, Finished,,, 11

"Detached Single Family, Raised Ranch",,1973,Bolingbrook,,"$244,900",, 1,,346 Rockhurst Rd 60440,3.0,1.5,"1,726",,, 1, 1, 6, 0,,,," $5,213", 7

"Attached Single Family, Townhouse (2 Story)",$200/month,2002,Bolingbrook,,"$196,000",, 2,,561 Goodwin Dr 60440,3.0,2.5,"1,890",,, 2, 1, 8, 2,,,," $6,632.64", 8

"Detached Single Family, 2 Stories",,1999,Bolingbrook,,"$253,000",, 6,,717 Rebecca Ln 60440,3.0,2.5,"1,657",,, 2, 1, 16, 0,,,," $7,622", 8

"Detached Single Family, 2 Stories",$9/month,1998,Bolingbrook,,"$415,000",, 2.5, Neuqua Valley High School,114 Woodlet Ln 60490,4.0,3.5,"4,186",,, 3, 1, 12, 4,,, 1497," $9,786.12", 14

"Detached Single Family, 2 Stories",,1998,Bolingbrook,,"$315,000",, 3, Bolingbrook High School,425 Foxborough Trl 60440,5.0,2.5,"2,468",,, 2, 1, 16, 0,,,," $10,394", 9

Condo/Co-op,,2003,,,"$215,000",,,,139 Enclave Cir 60440,2.0,1.5,"1,566",,,,, 0, 0,,,,, 6

Other,,1965,,,"$220,000",,,,133 Vernon Dr 60440,,1.5,"1,550",,,,, 0, 0,,,,,

"Detached Single Family, 2 Stories",,1974,Bolingbrook,,"$200,000",, 2, Bolingbrook High School,3 Revere Ct 60440,4.0,2.5,"1,905",,, 2, 1, 12, 0,,,," $7,021.80", 8

"Detached Single Family, Split-Level",,1963,Bolingbrook,,"$185,000",, 1,,109 Vernon Dr 60440,3.0,2,"1,550",,, 2,, 0, 4,,,," $4,824", 6

"Detached Single Family, 1 Story",,2020,Bolingbrook,,"$342,276",, 2, Plainfield East High School,1 Joy Dr 60440,2.0,2,"1,763",,, 2,, 8, 0,,,,, 7

"Detached Single Family, Raised Ranch",,1980,Bolingbrook,,"$319,000",, 6, South High School,960 N Ashbury Ave 60440,5.0,3,"3,304",,, 3,, 12, 4,,,," $7,226.67", 11

"Detached Single Family, 1 Story",,1993,Bolingbrook,,"$277,900",, 2, Bolingbrook High School,138 S Vincent Dr 60490,3.0,2.5,"1,604",,, 2, 1, 10, 4,,,,, 7

"Attached Single Family, Townhouse (Ranch), Ground Level Ranch",$260/month,2015,Bolingbrook,,"$320,000",, 2, Plainfield East High School,1250 Borego Cir 60490,3.0,3,"1,785",,, 3,, 14, 0,,,," $8,009", 8

"Detached Single Family, Raised Ranch",,1976,Bolingbrook,,"$235,500",, 2,,1089 Home Pl 60440,4.0,2,"1,665",,, 2,, 4, 0,,,," $5,880", 8

"Detached Single Family, Split-Level",,1971,Bolingbrook,,"$194,900",, 1,,648 Ponderosa Dr 60440,4.0,2,"1,670",,, 2,, 0, 0,,,," $4,741.02", 6

Condo,$190/month,1978,Bolingbrook,,"$141,000",, 2, Bolingbrook High School,18 Fernwood Dr 60440,3.0,1.5,"1,314",,, 1, 1, 8, 0,,,," $3,612", 6

"Detached Single Family, 2 Stories",,1994,Bolingbrook,,"$278,000",, 2, Bolingbrook High School,439 Aristocrat Dr 60490,4.0,4,"2,200",,, 4,, 6, 12,,, 1100," $8,160", 10

"Detached Single Family, Raised Ranch",,1973,Bolingbrook,,"$199,900",, 2,,553 Cottonwood Cir 60440,4.0,3,"2,220",,, 3,, 0, 0,,,," $6,249.56", 8

"Detached Single Family, 2 Stories",,1996,Bolingbrook,,"$251,100",, 2, Bolingbrook High School,453 Meadowlark Dr 60440,4.0,3.5,"1,848",,, 3, 1, 16, 0,,,," $7,385.30", 10

"Detached Single Family, 2 Stories",,1987,Naperville,,"$465,000",, 2, Naperville Central High School,2439 Kingsley Dr 60565,4.0,2.5,"2,333",,, 2, 1, 4, 20,,,," $8,503", 11

"Detached Single Family, Split-Level",,1976,Bolingbrook,,"$232,500",, 2, Bolingbrook High School,154 Ridgewood Ct 60440,3.0,2,"1,700",,, 2,, 2, 16,,,," $5,638.84", 8

Single Family Residential,,1963,,,"$161,000",,,,234 Warwick Ct 60440,,2,"1,750",,,,, 0, 0,,,,,

"Detached Single Family, Raised Ranch",,1971,Bolingbrook,,"$260,000",, 2, Bolingbrook High School,121 Camelot Way 60440,3.0,2.5,"2,400",,, 2, 1, 12, 2,,,," $3,936.48", 7

Condo,$150/month,1985,Bolingbrook,,"$130,000",, 2, Bolingbrook High School,2 Fernwood Dr 60440,3.0,1.5,"1,314",,, 1, 1, 10, 0,,,," $2,932.32", 6

"Detached Single Family, 1.5 Story",,1993,Bolingbrook,,"$279,000",, 2, Bolingbrook High School,165 Brookwood Ln W 60440,3.0,3,"1,663",,, 3,, 8, 8,,,," $6,668.34", 7

Other,,1979,,,"$140,000",,,,432 Wyeth Ct 60440,,1.5,"1,171",,,,, 0, 0,,,,,

Single Family Residential,,1995,,,"$220,000",,,,348 Wildflower Way 60440,,4,"1,701",,,,, 0, 0,,,,,

"Detached Single Family, 2 Stories",,1973,Bolingbrook,,"$225,000",, 2, Bolingbrook High School,580 Emerson Cir 60440,5.0,2,"1,458",,, 2,, 10, 0,,,," $7,189.58", 9

"Detached Single Family, 1 Story",,1962,Bolingbrook,,"$215,000",, 2, Bolingbrook High School,125 Lawton Ln 60440,3.0,2,"1,372",,, 2,, 0, 10,,,," $5,638.62", 6

"Detached Single Family, Split-Level with Sub-Basement",,1992,Bolingbrook,,"$275,000",, 2, Bolingbrook High School,1100 Jennifer Ln 60440,3.0,2.5,"1,832",,, 2, 1, 0, 12,,, 570," $6,954", 8

"Detached Single Family, Raised Ranch",,1970,Bolingbrook,,"$210,000",, 2, Bolingbrook High School,425 W Briarcliff Rd 60440,4.0,2,"1,265",,, 2,, 12, 0,,,," $5,506.40", 8

"Attached Single Family, Townhouse (2 Story)",$152/month,1969,Bolingbrook,,"$143,000",, 1, Bolingbrook High School,116 Pilgrim Ct 60440,4.0,1.5,"1,610",,, 1, 1, 8, 0,,,," $2,760.74", 7

"Detached Single Family, 2 Stories",$20/month,2002,Bolingbrook,,"$415,000",, 3, Plainfield East High School,2210 Kemmerer Ln 60490,5.0,4,"3,500",,, 4,, 8, 8,,,," $10,265.06", 11

"Detached Single Family, Split-Level",,1976,Bolingbrook,,"$260,000",, 2, Bolingbrook High School,462 Rockhurst Rd 60440,5.0,3,"2,964",,, 3,, 12, 6,,,," $5,234.80", 10

Condo,$233/month,1997,Bolingbrook,,"$185,000",, 2,,341 Magnolia Ct 60440,3.0,2.5,"1,732",,, 2, 1, 10, 0,,,," $5,011.58", 7

"Attached Single Family, Townhouse (2 Story)",$150/month,1999,Bolingbrook,,"$222,000",, 2,,540 Pinebrook Dr 60490,3.0,2.5,"1,607",,, 2, 1, 12, 0,,,," $6,248.94", 7

Single Family Residential,,1994,,,"$420,000",,,,14 Merrimack Ct 60440,5.0,2.5,"2,332",,,,, 0, 0,,,,, 12

"Attached Single Family, Townhouse (Ranch)",$260/month,2019,Bolingbrook,,"$327,034",, 2,,5 SOLARA CT 60490,2.0,2,"1,785",,, 2,, 8, 0,,,,, 7

"Detached Single Family, 2 Stories",,1992,Bolingbrook,,"$270,000",, 2.5, Bolingbrook High School,1504 Comanche Dr 60490,4.0,3,"2,354",,, 3,, 0, 0,,,," $6,962.60", 8

"Detached Single Family, Split-Level with Sub-Basement",,1978,Bolingbrook,,"$295,000",, 2, South High School,656 Cambridge Way 60440,3.0,2.5,"2,184",,, 2, 1, 12, 0,,, 668," $6,775.25", 7

"Attached Single Family, Townhouse (2 Story)",$190/month,1991,Bolingbrook,,"$175,000",, 1, Bolingbrook High School,419 Lakeview Cir 60440,2.0,2.5,"1,306",,, 2, 1, 8, 0,,,," $4,102.40", 5

"Detached Single Family, 1 Story",,1973,Bolingbrook,,"$225,000",, 2, Bolingbrook High School,540 Emerson Cir 60440,4.0,2,"1,474",,, 2,, 2, 0,,,," $6,542.68", 7

"Detached Single Family, 1 Story",,1971,Bolingbrook,,"$215,000",, 2,,557 Cumberland Ln 60440,3.0,1.5,"1,600",,, 1, 1, 12, 0,,,," $5,523.76", 7

"Detached Single Family, 1 Story",,1975,Bolingbrook,,"$205,000",, 1, Bolingbrook High School,1041 Ridgewood Dr 60440,3.0,1,"1,211",,, 1,, 10, 0,,,," $5,234.96", 6

Condo/Co-op,,1994,,,"$162,900",,,,305 Arbor Ct 60440,,1.5,"1,032",,,,, 0, 0,,,,,

"Detached Single Family, 1.5 Story",,2002,Bolingbrook,,"$236,900",, 2,,4 Lacebark Ct 60490,3.0,2.5,,,, 2, 1, 0, 0,,,," $8,344", 7

"Detached Single Family, 2 Stories",,1995,Bolingbrook,,"$208,000",, 2,,1373 Lily Cache Ln 60490,4.0,2.5,"1,705",,, 2, 1, 0, 0,,,," $8,886.60", 8

"Attached Single Family, Townhouse (2 Story)",$180/month,1997,Bolingbrook,,"$220,000",, 2,,310 Inner Cir Dr 60490,3.0,2.5,"2,052",,, 2, 1, 6, 6,,, 1040," $3,728.76", 7

Condo,$192/month,2003,Bolingbrook,,"$205,000",, 2, Bolingbrook High School,148 Enclave Cir 60440,2.0,2,"1,745",,, 2,, 2, 0,,,," $4,626.32", 6

Condo/Co-op,,1974,,,"$140,000",,,,17R Fernwood Dr 60440,,1,892,,,,, 0, 0,,,,,

Single Family Residential,,1961,Bolingbrook,,"$164,000",, 4,,204 Glengary Dr 60440,3.0,2,"1,150", Natural Gas, Central Air, 2,, 0, 0,, Slab,,, 6

"Detached Single Family, 2 Stories",,1996,Bolingbrook,,"$280,500",, 2,,403 Wildflower Way 60440,4.0,2.5,"2,400",,, 2, 1, 8, 0,,,," $6,513.80", 10

"Detached Single Family, 2 Stories",,1995,Bolingbrook,,"$275,000",, 2, Bolingbrook High School,2 Sherington Ct 60440,4.0,2.5,"1,900",,, 2, 1, 0, 12,,,," $7,862", 9

"Attached Single Family, Quad (2 Story)",$219/month,1973,Bolingbrook,,"$95,000",, 1,,13 Wildwood Lane H 60440,2.0,1,"1,000",,, 1,, 8, 0,,,," $2,130.90", 5

"Detached Single Family, 2 Stories",$8/month,2004,Bolingbrook,,"$355,000",, 3, Bolingbrook High School,1459 Breeze Way 60490,4.0,2.5,"2,778",,, 2, 1, 12, 6,,,," $13,617.18", 9

"Detached Single Family, Split-Level",,1976,Bolingbrook,,"$172,000",, 2,,580 N Pinecrest Rd 60440,4.0,2.5,"2,100",,, 2, 1, 0, 0,,,," $6,790", 8

"Detached Single Family, 1 Story",,1970,Bolingbrook,,"$214,900",, 2, Bolingbrook High School,405 W Briarcliff Rd 60440,3.0,1.5,"1,600",,, 1, 1, 0, 0,,,," $5,888.14", 7

"Detached Single Family, 2 Stories",,1994,Bolingbrook,,"$280,000",, 2, South High School,1048 Rain Tree Dr 60440,3.0,2.5,"1,846",,, 2, 1, 12, 0,,,," $7,479", 8

Other,,2000,,,"$305,000",,,,1485 Lily Cache Ln 60490,,2.5,,,,,, 0, 0,,,,,

"Detached Single Family, 2 Stories",$13/month,2003,Bolingbrook,,"$329,900",, 3,,1709 Trails End Ln 60490,4.0,2.5,"3,189",,, 2, 1, 16, 0,,,," $11,900", 9

"Detached Single Family, 2 Stories",$28/month,2005,Bolingbrook,,"$334,900",, 2, Bolingbrook High School,381 Hogan St 60490,4.0,3,"2,894",,, 2, 2, 20, 2,,,," $12,925.50", 14

"Detached Single Family, 1 Story",,1974,Bolingbrook,,"$185,000",, 2.5, Bolingbrook High School,820 Tamms Ln 60440,3.0,1,,,, 1,, 8, 0,,,," $4,254.70", 5

"Detached Single Family, 1 Story",,1962,Bolingbrook,,"$180,000",, 2, Bolingbrook High School,149 Mellbrook Rd 60440,3.0,2,"1,372",,, 2,, 10, 0,,,," $5,469.56", 7

Other,,2005,,,"$285,000",,,,300 Claridge Cir 60440,,2.5,"3,149",,,,, 0, 0,,,,,

"Detached Single Family, Raised Ranch",,1973,Bolingbrook,,"$218,000",, 2, Bolingbrook High School,9 Charlotte Ct 60440,4.0,2,"1,950",,, 2,, 6, 0,,,," $6,041", 8

"Detached Single Family, 2 Stories",$29/month,2006,Bolingbrook,,"$450,000",, 6, Plainfield East High School,2397 River Hills Ln 60490,6.0,4.5,"4,098",,, 4, 1, 16, 2,,, 1916," $11,098.44", 13

"Detached Single Family, 2 Stories",,1973,Bolingbrook,,"$240,000",, 4,,435 Faversham Ct 60440,4.0,2,"1,950",,, 2,, 0, 0,,,," $5,650.36", 8

Single Family Residential,,1976,,,"$210,000",,,,138 Thackeray Dr 60440,3.0,1.5,"1,665",,,,, 0, 0,,,,, 8

"Attached Single Family, Townhouse (2 Story)",$199/month,1972,Bolingbrook,,"$158,500",, 2,,132 Jerome Ln 60440,2.0,2.5,"1,460",,, 2, 1, 8, 4,,,," $4,060.62", 6

"Detached Single Family, 2 Stories",,1985,Bolingbrook,,"$310,000",, 2, Bolingbrook High School,421 Cambridge Way 60440,4.0,2.5,"2,481",,, 2, 1, 14, 6,,,," $9,947.32", 9

"Detached Single Family, 1 Story",,1971,Bolingbrook,,"$186,000",, 2.5, Bolingbrook High School,158 Blackberry Dr 60440,3.0,1,"1,000",,, 1,, 8, 0,,,," $4,898.30", 5

"Detached Single Family, 2 Stories",$18/month,2003,Bolingbrook,,"$324,900",, 2,,737 Lenox Ave 60490,5.0,2.5,"2,613",,, 2, 1, 20, 4,,, 1400," $10,166.12", 10

"Attached Single Family, Townhouse (2 Story)",$260/month,1999,Bolingbrook,,"$225,900",, 2, Bolingbrook High School,1163 Lily Field Ln 60440,3.0,3,"1,724",,, 2, 2, 2, 0,,,," $5,495.56", 8

"Detached Single Family, 2 Stories",$13/month,2004,Bolingbrook,,"$330,000",, 3, Plainfield East High School,1523 Trails End Ln 60490,4.0,2.5,"3,500",,, 2, 1, 0, 16,,, 1400," $11,810", 9

"Detached Single Family, 2 Stories",$12/month,2003,Bolingbrook,,"$284,900",, 2, Bolingbrook High School,161 Hillside Dr 60440,4.0,2.5,"2,171",,, 2, 1, 10, 8,,,," $1,762.78", 8

"Detached Single Family, 2 Stories",$12/month,2003,Bolingbrook,,"$300,000",, 2, Bolingbrook High School,181 Hillside Dr 60440,4.0,2.5,"2,713",,, 2, 1, 20, 0,,,," $10,705", 11

