Property Type,HOA Dues,Year Built,Community,List Price,housingprice,Est. Mo. Payment,# Of Cars,High School,address,beds,baths,sqft,Heating,Cooling,# of Baths (Full),# of Baths (1/2),# of carpet,# of hardwood,Basement,Basement Description,Basement Sq. Ft.,Tax Annual Amount
Townhouse,$246/month,2017,Emerson Park,"$400,000","$400,000","$2,766", 2, Waubonsie Valley High School,2964 Madison Dr 60564,3.0,2.5,"1,813", Natural Gas, Central Air, 2, 1, 3, 0, English, Finished,," $6,342"
Single Family Residential,$277/month,2017,Carillon Club,"$564,900","$564,900","$3,866", 2,,2667 Cranbrook St 60564,2.0,2,"1,940"," Natural Gas, Forced Air", Central Air, 2,, 2, 5, Full, Unfinished,," $9,326"
Condo,$340/month,1981,Naperville,"$240,000","$240,000","$1,757", 1,,5S530 Scots Dr 60563,2.0,1,"1,108"," Natural Gas, Forced Air", Central Air, 1,, 0, 0, Partial," Unfinished,Storage Space",," $2,661.06"
Condo,$312/month,1979,The Mansions,"$299,000","$299,000","$2,161", 2, Naperville North High School,1128 Iroquois Ave 60563,3.0,2,"1,770", Natural Gas, Central Air, 2,, 8, 0,, Slab,," $4,330"
Single Family Residential,,1969,Maplebrook II,"$445,000","$445,000","$2,847", 2, Naperville Central High School,77 W Bailey Rd 60565,3.0,2.5,"2,065"," Natural Gas, Forced Air", Central Air, 2, 1, 1, 5,, Crawl,," $7,584.10"
Single Family Residential,,1984,Will-O-Way,"$769,000","$769,000","$4,917", 2, Naperville Central High School,98 Ventura Ct 60540,5.0,3.5,"3,318"," Natural Gas, Forced Air", Central Air, 3, 1, 9, 5, Full, Partially Finished," 1,512"," $13,060.74"
Single Family Residential,$7/month,1997,Ivy Ridge,"$545,000","$545,000","$3,611", 2, Metea Valley High School,811 Fieldcrest Dr 60540,4.0,2.5,"3,009"," Natural Gas, Forced Air", Central Air, 2, 1, 7, 2, Full, Finished," 1,323"," $10,686.02"
Single Family Residential,$33/month,1978,Huntington Estates,"$525,000","$525,000","$3,471", 2, Naperville North High School,1000 Bankfield Ct 60540,4.0,2.5,"2,229"," Natural Gas, Forced Air", Central Air, 2, 1, 6, 3, Full," Partially Finished,Crawl",," $9,887.10"
Single Family Residential,,1986,Naperville,"$500,000","$500,000","$3,270", 2, Neuqua Valley High School,2209 Nottingham Dr 60565,4.0,2.5,"2,229"," Natural Gas, Forced Air", Central Air, 2, 1, 7, 3," Full, Walkout"," Finished,Exterior Access",," $9,369"
Townhouse,$280/month,2015,Mayfair,"$449,000","$449,000","$3,229", 2, Metea Valley High School,2954 Henley Ln 60540,2.0,3.5,"2,663", Natural Gas, Central Air, 3, 1, 3, 3," Full, English"," Finished,Storage Space", 780," $8,559.26"
Single Family Residential,,1994,Eagle Pointe,"$465,000","$465,000","$3,179", 2,,1521 Tara Belle Pkwy 60564,4.0,2.5,"2,340"," Natural Gas, Forced Air", Central Air, 2, 1, 5, 0, Full, Partially Finished," 1,170"," $10,366"
Condo,$388/month,1999,Stonewater,"$299,000","$299,000","$2,316", 2, Neuqua Valley High School,2906 Stonewater Dr 60564,3.0,2,"1,566"," Natural Gas, Forced Air", Central Air, 2,, 5, 0,, None,," $5,279.70"
Single Family Residential,,1994,Brookwood Trace,"$695,000","$695,000","$4,501", 3, Neuqua Valley High School,520 Gateshead Dr 60565,4.0,2.5,"3,296", Natural Gas," Central Air, Zoned", 2, 1, 7, 3, Full, Unfinished,," $12,490.16"
Single Family Residential,$13/month,1987,Brighton Ridge,"$659,900","$659,900","$4,277", 6, Waubonsie Valley High School,929 W Bailey Rd 60565,4.0,2.5,"3,756"," Natural Gas, Forced Air", Central Air, 2, 1, 9, 4, Full," Finished,Partially Finished,Crawl,Egress Window,8 ft + pour,Concrete (Basement),Rec/Family Area,Storage Space", 835," $11,743.20"
Single Family Residential,,1978,Brookdale,"$575,000","$575,000","$3,734", 6, Metea Valley High School,1430 Kings Ct 60563,4.0,2.5,"2,790"," Natural Gas, Forced Air", Central Air, 2, 1, 4, 3, Partial," Unfinished,Crawl",," $10,459.18"
Single Family Residential,$54/month,1994,Ashbury,"$725,000","$725,000","$4,701", 3, Neuqua Valley High School,3103 Wolfe Ct 60564,4.0,2.5,"3,470"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 1, Full," Unfinished,Crawl",," $12,456.46"
Single Family Residential,,1992,Chestnut Ridge,"$675,000","$675,000","$4,191", 2, Naperville Central High School,1759 Mundelein Rd 60565,4.0,2.5,"2,815"," Natural Gas, Forced Air", Central Air, 2, 1, 7, 2, Partial, Finished,," $9,967.88"
Single Family Residential,,1978,Naperville,"$352,900","$352,900","$2,198", 2, Naperville Central High School,1109 Greensfield Dr 60563,3.0,2,"1,724", Natural Gas, Central Air, 2,, 3, 0, Full, Partially Finished, 616," $5,298.62"
Townhouse,$214/month,2020,Warrenville,"$425,000","$425,000","$2,863", 4, Wheaton Warrenville South H S,3S510 Barkley Ave 60563,3.0,2.5,"1,914"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $6,396"
Single Family Residential,,1992,Greene Ridge,"$689,900","$689,900","$4,386", 2, Naperville Central High School,1808 Auburn Ave 60565,4.0,2.5,"2,915"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 3, Full, Partially Finished,," $11,415.08"
Townhouse,$306/month,2018,Bauer Place,"$585,000","$585,000","$3,986", 2, Naperville North High School,1124 E Bauer Rd 60563,3.0,2.5,"2,422"," Natural Gas, Forced Air", Central Air, 2, 1, 3, 0,, None,," $9,218.52"
Single Family Residential,$20/month,1997,Saddle Creek,"$610,000","$610,000","$3,884", 2, Neuqua Valley High School,2220 Snow Creek Rd 60564,4.0,2.5,"2,900"," Natural Gas, Forced Air", Central Air, 2, 1, 4, 4, Full," Finished,Crawl,Rec/Family Area"," 1,368"," $9,924"
Single Family Residential,$17/month,1994,High Meadow,"$589,000","$589,000","$3,858", 2, Neuqua Valley High School,5332 Coneflower Dr 60564,4.0,3.5,"2,670", Natural Gas, Central Air, 3, 1, 5, 4, Full," Finished,Crawl"," 1,225"," $10,908"
Single Family Residential,,1996,Naperville,"$540,000","$540,000","$3,500", 2, Neuqua Valley High School,2640 Snowbird Ln 60564,4.0,2.5,"2,578"," Natural Gas, Forced Air", Central Air, 2, 1, 6, 6, Full, Finished,," $9,741.42"
Townhouse,$255/month,1978,Country Lakes,"$285,000","$285,000","$2,057", 1, Metea Valley High School,30W581 Fairway Dr 60563,4.0,2.5,"1,595"," Natural Gas, Forced Air", Central Air, 2, 1, 4, 0, Full, Partially Finished, 859," $4,598.86"
Single Family Residential,$92/month,1999,Naperville,"$665,000","$665,000","$4,520", 3, Neuqua Valley High School,2707 Rutland Rd 60564,4.0,3,"3,355"," Natural Gas, Forced Air", Central Air, 3,, 8, 1, Full, Unfinished,," $13,410"
Single Family Residential,$87/month,1997,White Eagle,"$765,000","$765,000","$4,987", 3, Waubonsie Valley High School,3660 White Eagle Dr 60564,5.0,4,"3,240"," Natural Gas, Forced Air", Central Air, 4,, 1, 5, Full, Finished," 1,560"," $13,099.86"
Townhouse,$245/month,2019,Emerson Park,"$400,000","$400,000","$2,777", 2, Waubonsie Valley High School,4408 Monroe Ct 60564,3.0,2.5,"1,910"," Natural Gas, Forced Air", Central Air, 2, 1, 4, 3, Full, Finished,," $6,488.32"
Single Family Residential,,1973,Bay Colony,"$415,000","$415,000","$2,309", 2, Naperville Central High School,225 Terrance Dr 60565,4.0,2.5,"2,074"," Natural Gas, Forced Air", Central Air, 2, 1, 5, 5,, None,," $2,921.60"
Single Family Residential,$21/month,2006,Naperville,"$1,050,000","$1,050,000","$6,944", 3, Neuqua Valley High School,3012 Kelltowne Ct 60565,4.0,4.5,"4,291"," Natural Gas, Forced Air, Zoned"," Central Air, Zoned", 4, 1, 5, 7, Full," Finished,9 ft + pour,Rec/Family Area",," $20,348"
Single Family Residential,$61/month,2000,Tall Grass,"$774,900","$774,900","$4,997", 2, Waubonsie Valley High School,3956 Bluejay Ln 60564,4.0,3.5,"3,250", Natural Gas, Central Air, 3, 1, 7, 4, Partial, Finished,," $12,944.28"
Single Family Residential,$28/month,2004,Auburn Lakes,"$410,000","$410,000","$2,814", 2, Oswego East High School,11510 Glenn Cir 60585,4.0,3.5,"2,383"," Natural Gas, Forced Air", Central Air, 3, 1, 9, 0, Full, Finished,," $8,940.42"
Single Family Residential,,1957,Naperville Heights,"$348,000","$348,000","$2,249", 1, Naperville North High School,1445 N Webster St 60563,3.0,2,"1,702"," Natural Gas, Forced Air", Central Air, 2,, 2, 3,, Crawl,," $6,202.44"
Condo,$478/month,1986,Riverplace,"$250,000","$250,000","$2,045", 2, Naperville Central High School,511 Aurora Ave 60540,1.0,1,915," Natural Gas, Radiant", Central Air, 1,, 3, 0,, None,," $3,869"
Single Family Residential,$63/month,2012,The Paddocks,"$1,195,000","$1,195,000","$7,867", 3, Neuqua Valley High School,1928 Saddle Farm Ln 60564,6.0,6,"4,650"," Natural Gas, Electric"," Central Air, Dual", 6,, 0, 9," Full, English", Finished,," $22,258.68"
